district,type,address,land_size,purpose,date,pen,level,floor_num,build_state,use,material,complete_yr,total_size,room,hall,health,compartmented,manage,furniture,PRICE,unit_PRICE,berth,berth_size,berth_price,note,serial_num,lat,lng
士林區,建物,臺北市士林區士東路200巷31~60號,118.24,住,1031028,土地0建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,991025.0,118.24,3,2,2,有,有,有,65000,550.0,,0.0,0,,RPRPMLOJJIJFFEA67CC,25.111463,121.5338091
文山區,建物,臺北市文山區景興路211~240號,0.0,商,1031029,土地0建物1車位0,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780624.0,110.36,3,2,2,有,有,有,29545,268.0,,0.0,0,,RPOOMLOJJIJFFAA86CC,24.9916274,121.5440059
大安區,房地(土地+建物),臺北市大安區信義路三段147巷17弄1~30號,19.9,住,1031101,土地1建物1車位0,四層,5.0,公寓(5樓含以下無電梯),,鋼筋混凝土造,,137.55,3,2,3,有,無,有,55000,400.0,,0.0,0,,RPPNMLOJJIJFFFA37CC,25.0357959,121.5421071
大安區,建物,臺北市大安區敦化南路二段151~180號,0.0,其他,1031006,土地0建物1車位0,十層,21.0,辦公商業大樓,住家用,鋼筋混凝土造,781014.0,225.29,0,0,0,無,有,無,78000,346.0,,0.0,0,,RPRNMLOJJIJFFFA57CC,25.0269435,121.548989
大安區,建物,臺北市大安區光復南路301~330號,0.0,住,1031027,土地0建物1車位0,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930723.0,188.7,3,3,3,有,有,無,90200,478.0,,0.0,0,,RPVNMLOJJIJFFFA97CC,25.0385268,121.5569442
大安區,建物,臺北市大安區忠孝東路四段301~330號,0.0,商,1031022,土地0建物1車位0,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.79,1,1,2,有,有,無,64000,534.0,,0.0,0,,RPWNMLOJJIJFFFA08CC,25.041621,121.555208
大安區,建物,臺北市大安區仁愛路四段91~120號,0.0,其他,1031010,土地0建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.94,2,2,2,有,有,有,67000,462.0,,0.0,0,,RPTOMLOJJIJFFFA87CC,25.0380363,121.5478476
大安區,建物,臺北市大安區光復南路308巷31~60號,0.0,住,1031022,土地0建物1車位0,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.47,3,2,2,有,無,有,44000,398.0,,0.0,0,,RPUOMLOJJIJFFFA97CC,25.038834,121.556207
大安區,建物,臺北市大安區信義路三段151~180號,0.0,商,1030930,土地0建物1車位4,見其他登記事項,11.0,辦公商業大樓,商業用,鋼筋混凝土造,900601.0,731.22,0,0,0,無,有,無,1000000,1368.0,坡道平面,0.0,0,1. 建物租金含稅2. 合約為不定期租約協議書,RPVOMLOJJIJFFFA08CC,25.0336459,121.5422289
大安區,建物,臺北市大安區忠孝東路四段271~300號,0.0,商,1031022,土地0建物1車位0,八層,14.0,辦公商業大樓,住家用,鋼筋混凝土造,,833.06,6,2,2,有,有,有,428400,514.0,,0.0,0,權狀273.08坪，出租方僅出租252坪,RPWOMLOJJIJFFFA18CC,25.0416734,121.5539807
大安區,建物,臺北市大安區和平東路一段121~150號,0.0,商,1031024,土地0建物1車位0,十二層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881126.0,153.01,3,2,2,有,有,有,72000,471.0,,0.0,0,租期為3年1個月又10天,RPXOMLOJJIJFFFA28CC,25.0268871,121.5273208
大安區,建物,臺北市大安區敦化南路一段233巷31~60號,0.0,住,1031020,土地0建物1車位0,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760709.0,158.79000000000005,4,2,2,有,有,有,74000,466.0,坡道平面,0.0,0,,RPWNMLPJJIJFFFA18CC,25.0404986,121.5509907
大安區,建物,臺北市大安區光復南路301~330號,0.0,住,1031022,土地0建物1車位0,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930723.0,188.7,3,3,3,有,有,無,90200,478.0,,0.0,0,,RPQOMLPJJIJFFFA67CC,25.0385268,121.5569442
大安區,建物,臺北市大安區四維路170巷1~30號,0.0,住,1031021,土地0建物1車位1,四層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020509.0,333.48,4,2,3,有,有,無,88000,264.0,坡道平面,35.98,0,第四年起房屋租金調整為83000元,RPROMLPJJIJFFFA77CC,25.02832,121.5478194
大安區,建物,臺北市大安區信義路二段91~120號,0.0,其他,1031030,土地0建物1車位0,一層,12.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,51.14,0,1,1,有,無,無,77000,1506.0,,0.0,0,第三年起每年租金調整3.5%,RPSOMLPJJIJFFFA87CC,25.0344053,121.5269823
大安區,建物,臺北市大安區通化街31~60號,0.0,商,1031006,土地0建物1車位0,見其他登記事項,3.0,店面(店鋪),住家用,鋼筋混凝土造,820720.0,124.34,0,0,0,無,無,無,150000,1206.0,,0.0,0,,RPTOMLPJJIJFFFA97CC,25.0311851,121.5543338
文山區,建物,臺北市文山區羅斯福路六段301~330號,128.0,,1031017,土地0建物1車位0,一層,4.0,店面(店鋪),住家用,加強磚造,580630.0,98.75,0,0,0,無,無,無,55000,557.0,,0.0,0,,RPPOMLPJJIJFFAA07CC,24.9941611,121.5415433
中正區,建物,臺北市中正區南昌路一段1~30號,0.0,住,1031007,土地0建物1車位0,三層,4.0,公寓(5樓含以下無電梯),,加強磚造,,61.06,2,1,1,有,無,無,23000,377.0,,0.0,0,,RPROMLPJJIJFFAA27CC,25.0331416,121.5159658
中正區,建物,臺北市中正區汀州路三段271~300號,0.0,商,1031017,土地0建物1車位0,二層,7.0,辦公商業大樓,見使用執照,鋼筋混凝土造,731215.0,163.8,0,0,0,無,無,有,46000,281.0,,0.0,0,,RPSOMLPJJIJFFAA37CC,25.012527,121.5354658
中正區,建物,臺北市中正區延平南路181~210號,0.0,,1031023,土地0建物1車位0,地下一層,7.0,辦公商業大樓,見使用執照,鋼筋混凝土造,700216.0,1241.61,0,0,0,無,有,無,188000,151.0,,0.0,0,,RPWOMLPJJIJFFAA77CC,25.0342563,121.5075713
文山區,建物,臺北市文山區萬隆街31~60號,0.0,其他,1031026,土地0建物1車位0,一層,2.0,店面(店鋪),住家用,磚造,,114.08,0,1,1,有,無,無,30000,263.0,,0.0,0,,RPOPMLPJJIJFFAA07CC,25.000326,121.5378652
信義區,建物,臺北市信義區松仁路31~60號,33.05,商,1031017,土地0建物2車位0,十層,21.0,辦公商業大樓,見其他登記事項,見其他登記事項,990805.0,980.33,0,0,0,無,有,無,978615,998.0,,0.0,0,,RPWOMLPJJIJFFDA18DC,25.0378347,121.5684806
萬華區,房地(土地+建物),臺北市萬華區萬大路187巷1~30號,13.09,商,1031010,土地1建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640508.0,31.18,2,1,1,有,無,有,10000,321.0,,0.0,0,,RPSNMLPJJIJFFBA47DC,25.0284293,121.5016054
士林區,建物,臺北市士林區忠誠路一段1~30號,0.0,住,1031027,土地0建物1車位0,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941228.0,155.42,3,1,2,有,有,有,76000,489.0,,0.0,0,,RPRNMLPJJIJFFEA57CC,25.1041533,121.5266027
中正區,建物,臺北市中正區臨沂街61~90號,0.0,住,1031022,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),,鋼筋混凝土造,720826.0,95.12,3,2,2,有,無,無,35000,368.0,,0.0,0,,RPPOMLPJJIJFFBA17CC,25.0372139,121.5291422
南港區,建物,臺北市南港區南港路三段16巷1~30號,0.0,工,1031006,土地0建物1車位1,一層,12.0,店面(店鋪),見其他登記事項,鋼筋混凝土造,980220.0,156.18,0,0,0,無,有,無,45000,288.0,坡道平面,0.0,0,,RPXNMLPJJIJFFDA08CC,25.0562592,121.5915528
松山區,建物,臺北市松山區南京東路五段181~210號,0.0,其他,1031009,土地0建物1車位0,三層,14.0,辦公商業大樓,商業用,鋼筋混凝土造,700331.0,163.45,0,0,0,無,有,無,52500,321.0,,0.0,0,,RPQOMLPJJIJFFDA47CC,25.0514711,121.5575573
信義區,建物,臺北市信義區臺北市信義區松德路181~210號,0.0,住,1031019,土地0建物1車位0,一層,18.0,店面(店鋪),見其他登記事項,鋼筋混凝土造,880621.0,134.73000000000002,0,0,0,無,有,有,100000,742.0,,0.0,0,,RPROMLPJJIJFFDA57CC,25.0320133,121.5742771
信義區,建物,臺北市信義區基隆路一段121~150號,2241.0,商,1031006,土地0建物1車位0,六層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950802.0,53.08,2,1,1,有,有,有,32000,603.0,,0.0,0,,RPPPMLPJJIJFFDA47CC,25.0447812,121.5669716
信義區,建物,臺北市信義區基隆路一段181~210號,0.0,商,1031030,土地0建物0車位0,八層,24.0,辦公商業大樓,商業用,鋼骨混凝土造,811015.0,185.44,0,0,0,無,有,無,140202,756.0,,0.0,0,承租八樓之一A區部分，共56.08坪(含公設)租金總額為含稅,RPQPMLPJJIJFFDA57CC,25.039364,121.562886
信義區,建物,臺北市信義區信義路四段391~420號,0.0,商,1031028,土地0建物1車位0,七層,14.0,辦公商業大樓,商業用,鋼筋混凝土造,,102.0,2,1,0,有,有,無,40000,392.0,,0.0,0,,RPWPMLPJJIJFFDA18CC,25.0332999,121.558381
松山區,建物,臺北市松山區健康路151~180號,0.0,住,1031007,土地0建物1車位0,十層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670720.0,59.57,1,1,1,有,有,有,23000,386.0,,0.0,0,,RPOQMLPJJIJFFDA47CC,25.0541773,121.5600574
內湖區,建物,臺北市內湖區陽光街345巷1~30號,0.0,工,1030507,土地0建物1車位0,四層,9.0,廠辦,工業用,鋼筋混凝土造,901212.0,224.79,3,0,0,有,有,有,71400,318.0,,0.0,0,,RPTRMLPJJIJFFCA97CC,25.0733149,121.578486
